1	17628.000000
2	16958.000000
3	14391.000000
4	14125.000000
5	14408.000000
6	13661.000000
7	13672.000000
8	13735.000000
9	13836.000000
10	13905.000000
11	14848.000000
12	14374.000000
13	14178.000000
14	14215.000000
15	14293.000000
16	14591.000000
17	14651.000000
18	14904.000000
19	15381.000000
20	15049.000000
21	15122.000000
22	15228.000000
23	15404.000000
24	16504.000000
25	16074.000000
26	15873.000000
27	15855.000000
28	15981.000000
29	16155.000000
30	16371.000000
31	16917.000000
32	16878.000000
33	16688.000000
34	16920.000000
35	17040.000000
36	17122.000000
37	17590.000000
38	17596.000000
39	17518.000000
40	17646.000000
41	18106.000000
42	17889.000000
43	18386.000000
44	18235.000000
45	18392.000000
46	18554.000000
47	18568.000000
48	19011.000000
49	18843.000000
50	19010.000000
51	19182.000000
52	19243.000000
53	19482.000000
54	19845.000000
55	19605.000000
56	19823.000000
57	20004.000000
58	20226.000000
59	20596.000000
60	20637.000000
61	20590.000000
62	20732.000000
63	21064.000000
64	21479.000000
65	21129.000000
66	21301.000000
67	21580.000000
68	21988.000000
69	21967.000000
70	22049.000000
71	22118.000000
72	22314.000000
73	24796.000000
74	23660.000000
75	24690.000000
76	23633.000000
77	23812.000000
78	23927.000000
79	24186.000000
80	24348.000000
81	24914.000000
82	25127.000000
83	24941.000000
84	24866.000000
85	24970.000000
86	25233.000000
87	25265.000000
88	27944.000000
89	24780.000000
90	25383.000000
91	25701.000000
92	25403.000000
93	26607.000000
94	25690.000000
95	25856.000000
96	26091.000000
97	27288.000000
98	26152.000000
99	26632.000000
100	26637.000000
