1	199379.000000
2	192277.000000
3	191705.000000
4	191908.000000
5	192778.000000
6	194426.000000
7	193664.000000
8	193191.000000
9	195193.000000
10	198174.000000
11	192676.000000
12	192231.000000
13	191474.000000
14	191773.000000
15	191827.000000
16	195468.000000
17	200039.000000
18	191705.000000
19	197862.000000
20	202335.000000
21	198061.000000
22	192184.000000
23	193238.000000
24	191508.000000
25	191745.000000
26	192053.000000
27	191990.000000
28	196467.000000
29	192545.000000
30	192604.000000
31	192485.000000
32	193508.000000
33	192130.000000
34	191927.000000
35	192103.000000
36	192654.000000
37	192217.000000
38	194724.000000
39	194720.000000
40	192234.000000
41	192285.000000
42	192181.000000
43	195888.000000
44	195800.000000
45	194271.000000
46	193022.000000
47	194106.000000
48	192142.000000
49	191863.000000
50	191438.000000
51	194774.000000
52	202120.000000
53	194427.000000
54	191363.000000
55	191815.000000
56	191453.000000
57	191723.000000
58	194394.000000
59	191940.000000
60	196759.000000
61	191645.000000
62	202547.000000
63	236228.000000
64	237059.000000
65	229860.000000
66	228047.000000
67	225293.000000
68	240825.000000
69	211384.000000
70	230552.000000
71	224736.000000
72	233259.000000
73	219206.000000
74	209105.000000
75	220332.000000
76	207743.000000
77	229701.000000
78	225414.000000
79	222213.000000
80	200023.000000
81	200867.000000
82	217318.000000
83	229436.000000
84	234452.000000
85	242635.000000
86	220121.000000
87	213257.000000
88	199562.000000
89	200936.000000
90	204033.000000
91	200566.000000
92	194440.000000
93	209565.000000
94	203809.000000
95	200768.000000
96	204951.000000
97	206802.000000
98	204098.000000
99	214519.000000
100	193943.000000
