1	177238.000000
2	166062.000000
3	158942.000000
4	159123.000000
5	158750.000000
6	159325.000000
7	163956.000000
8	159890.000000
9	161721.000000
10	158894.000000
11	160543.000000
12	159935.000000
13	168866.000000
14	159366.000000
15	163524.000000
16	160558.000000
17	158739.000000
18	162753.000000
19	159156.000000
20	166153.000000
21	166125.000000
22	171967.000000
23	160081.000000
24	159334.000000
25	160590.000000
26	159727.000000
27	160259.000000
28	162382.000000
29	189570.000000
30	185939.000000
31	190659.000000
32	192275.000000
33	179910.000000
34	187398.000000
35	179762.000000
36	180118.000000
37	189366.000000
38	190065.000000
39	180026.000000
40	185177.000000
41	186586.000000
42	189825.000000
43	187695.000000
44	183692.000000
45	176465.000000
46	172385.000000
47	179590.000000
48	186881.000000
49	189895.000000
50	186067.000000
51	170932.000000
52	196581.000000
53	185619.000000
54	179332.000000
55	184938.000000
56	186386.000000
57	173209.000000
58	174785.000000
59	167208.000000
60	175605.000000
61	185964.000000
62	181752.000000
63	184284.000000
64	174306.000000
65	172601.000000
66	177642.000000
67	179757.000000
68	184760.000000
69	183534.000000
70	175618.000000
71	178199.000000
72	176031.000000
73	178049.000000
74	192940.000000
75	187643.000000
76	189712.000000
77	181614.000000
78	176285.000000
79	183934.000000
80	189633.000000
81	192110.000000
82	188711.000000
83	186502.000000
84	184597.000000
85	164722.000000
86	180097.000000
87	192547.000000
88	176592.000000
89	185219.000000
90	195163.000000
91	199786.000000
92	184172.000000
93	177151.000000
94	191187.000000
95	166486.000000
96	160506.000000
97	159843.000000
98	160133.000000
99	171164.000000
100	181715.000000
